ID,Trade Date,DayOfWeek,Day,Month,Year,Index,High,Low,Total Market Value
696,2017-05-03,4,3,5,2017,996.26,999.06,992.04,5.02806E+12
697,2017-05-02,3,2,5,2017,997.36,998.14,994.59,5.03462E+12
698,2017-05-01,2,1,5,2017,994.5,999.22,989.58,5.02019E+12
699,2017-04-28,6,28,4,2017,985.67,990.01,982.19,4.97562E+12
700,2017-04-27,5,27,4,2017,986.67,986.84,983.51,4.98068E+12
701,2017-04-26,4,26,4,2017,984.33,991.5,984.28,4.96929E+12
702,2017-04-25,3,25,4,2017,987.89,989.57,983.29,4.9873E+12
703,2017-04-24,2,24,4,2017,984.5,984.58,981.36,4.97019E+12
704,2017-04-21,6,21,4,2017,972.65,974.78,969.01,4.9056E+12
705,2017-04-20,5,20,4,2017,968.03,972.76,963.81,4.88229E+12
706,2017-04-19,4,19,4,2017,962.54,970,962.51,4.85464E+12
707,2017-04-18,3,18,4,2017,964.62,969,953.39,4.86512E+12
708,2017-04-17,2,17,4,2017,979.01,981.46,975.41,4.93769E+12
709,2017-04-13,5,13,4,2017,976.64,985.04,976.64,4.9257E+12
710,2017-04-12,4,12,4,2017,981.5,987.04,978.33,4.95024E+12
711,2017-04-11,3,11,4,2017,987.22,996.05,980.31,4.97906E+12
712,2017-04-10,2,10,4,2017,996.3,1001.53,994.26,5.02488E+12
713,2017-04-07,6,7,4,2017,998.5,1002.84,994.88,5.036E+12
714,2017-04-06,5,6,4,2017,990.61,995.43,989.97,4.9962E+12
715,2017-04-05,4,5,4,2017,991.72,1004.15,988.63,5.00183E+12
716,2017-04-04,3,4,4,2017,998.16,998.59,992.56,5.03049E+12
717,2017-04-03,2,3,4,2017,993.83,996.26,988.33,5.00982E+12
718,2017-03-31,6,31,3,2017,992.42,997.79,989.43,5.00331E+12
719,2017-03-30,5,30,3,2017,994.02,996.35,989.06,5.01135E+12
720,2017-03-29,4,29,3,2017,998.68,998.78,993.17,5.03486E+12
721,2017-03-28,3,28,3,2017,984.65,994.59,975.25,4.96449E+12
722,2017-03-27,2,27,3,2017,975.81,978.06,962.47,4.92012E+12
723,2017-03-24,6,24,3,2017,980.23,986.38,976.19,4.94236E+12
724,2017-03-23,5,23,3,2017,975.87,980.62,974.74,4.92042E+12
725,2017-03-22,4,22,3,2017,982.09,983.49,976.62,4.95178E+12
726,2017-03-21,3,21,3,2017,975.33,996.01,974.2,4.9177E+12
727,2017-03-20,2,20,3,2017,999.36,1002.26,995.35,5.03883E+12
728,2017-03-17,6,17,3,2017,997.84,1000.91,995.66,5.0448E+12
729,2017-03-16,5,16,3,2017,998.66,1002.72,997.03,5.04891E+12
730,2017-03-15,4,15,3,2017,1011.42,1011.42,1004.5,5.11378E+12
731,2017-03-14,3,14,3,2017,1009.52,1012.03,1006.31,5.10415E+12
732,2017-03-13,2,13,3,2017,1006.32,1007.51,1003.14,5.08852E+12
733,2017-03-10,6,10,3,2017,1010.12,1013.06,1005.67,5.10811E+12
734,2017-03-09,5,9,3,2017,1007.38,1008.93,999.35,5.09423E+12
735,2017-03-08,4,8,3,2017,1005.11,1009.6,1002.66,5.08273E+12
736,2017-03-07,3,7,3,2017,1001.31,1005.75,998.36,5.06383E+12
737,2017-03-06,2,6,3,2017,998,1001.18,993.82,5.04713E+12
